"name","boat_type","length","double_cabins","wc"
"Iva - full Batten",1,11.10,3,1
"PETROVICH",1,17.15,4,4
"DREAM SEYCHELLES",2,25.00,12,12
"Beluga",1,9.60,2,1
"JP",1,12.35,2,1
"Sunsail 404 - Prem Plus",2,12.19,4,2
"LET ME GO",1,13.75,4,2
"XERES",1,15.38,4,3
"CHILL BILL",1,12.35,3,2
"Ante",4,10.00,3,1
"Maja",1,11.40,3,1
"THOE",2,13.96,4,4
"Selene",1,14.98,4,4
"Slavica",1,12.00,3,2
"Nika",1,11.77,3,2
"Chiara",1,11.47,3,1
"FEELING GOOD",1,10.71,3,1
"Sunseeker Superhawk 48",4,15.25,1,1
"BAVARIA 51 CRUISER CRF",1,15.60,5,3
"Cesarica III",1,16.10,4,4
"Desiderata",1,11.95,3,2
"Salt",1,12.26,3,1
"Sennora",1,14.15,4,4
"Susanna",1,16.60,5,3
"Beneatha",1,12.43,3,2
"Desideria",1,11.90,3,2
"BERLIOZ",2,15.84,5,6
"Yiannis 65S",1,16.08,4,5
"Benjamin",2,11.74,4,2
"DREAM PAIX",2,13.96,4,4
"Antiopi",1,10.45,3,1
"Jazz",1,12.35,3,2
"PROCLUS",2,13.60,4,4
"JEAN MICHEL",1,9.99,3,1
"Joseph",1,15.95,2,4
"Pulenat - 07",1,10.45,2,1
"SERENDIP",1,11.59,3,1
"Between The Sheets Again",2,13.72,4,4
"KAMIKAZE 47",1,13.99,4,2
"NAXOS",1,14.05,4,4
"Bibentum",2,13.72,4,4
"BLUE DREAMS",1,14.27,4,3
"CAVENDISH",2,18.12,6,6
"Jogfund",1,15.40,4,4
"Set Point",1,13.99,4,3
"Destiny",2,14.95,4,4
"Baby Blue",4,17.15,3,3
"Big Apple",1,13.60,4,2
"Lady N",2,13.13,4,4
"Black Cat",2,11.74,4,4
"Blitz",1,13.70,4,2
"Blue Island",1,13.99,5,3
"Yola",1,13.95,4,2
"Byc Meros",1,11.97,3,1
"Cavale",2,11.97,4,2
"Kumpanjo - BT",1,13.39,3,2
"Psalms 37",2,14.05,4,4
"Pyrate Fish",1,11.28,2,1
"BESO DEL VIENTO  (owner version)",2,12.80,3,3
"Anatela - BT",1,13.98,4,2
"AquaTrella",1,14.15,4,3
"BIG DOG II",2,11.98,4,2
"Corona Borealis",2,13.96,4,5
"You Name It",2,12.80,4,4
"Pancho 1",1,15.20,5,2
"Aquilla",1,13.76,4,2
"Azimut 62",4,19.22,3,3
"Sunsail 404 - Prem Plus",2,12.19,4,2
"CLARABELLA",1,11.72,3,2
"Yemaya",1,15.39,3,3
"Enja",4,10.00,3,1
"Enjoy the Silence III",2,11.95,4,4
"Kani",4,11.75,2,1
"KARPOUZI",1,10.59,3,1
"Adria Breeze",1,10.30,2,1
"Sunseeker Thunderhawk 37",4,11.12,1,1
"Karla",2,11.60,4,2
"RAIATEA",2,13.60,4,3
"Safina",1,13.90,4,2
"YANG TSE",2,13.73,4,2
"Bikini",2,13.30,3,3
"Y-KNOT",2,12.00,4,2
"Kaus Australis",2,13.96,4,4
"Alessandra",1,15.38,5,3
"Sunsail 404 - Prem Plus",2,12.19,4,2
"SES",1,9.99,4,3
"Catywampus",2,11.40,4,2
"Filomenae",1,13.85,4,2
"Jugo - 15",1,11.20,3,1
"Sibylla",1,14.27,4,3
"Alessandra",1,12.40,3,1
"Sunsail 404 - Prem Plus",2,12.19,4,2
"Karol",1,13.05,3,2
"Alex",1,12.99,3,2
"Zephyr",1,14.07,3,2
"Blew By You",2,15.85,4,4
"QUINCEY",2,12.80,4,4
"Fireball",1,12.35,3,2
"FIRST CHOICE",2,11.98,4,4
"Zefyros",1,14.40,4,3
"Bliss",1,13.10,4,2
"Kiwi III",2,13.96,4,4
"TOVE",2,13.00,4,3
"Komar",1,10.34,3,1
"ALKION",1,10.40,3,1
"ath4511",1,13.72,4,2
"ath50901",1,15.38,4,3
"BLIND DATE",1,14.27,4,3
"ARGYRO",1,14.10,4,2
"ath4313",1,13.21,3,2
"Salty Dog",2,11.74,4,4
"BUKOVAC",1,12.35,3,2
"BiLiZ",3,24.00,3,4
"Alexa",2,13.61,4,4
"ROSA DEL MAR",1,15.43,5,3
"Sheratan",1,12.35,3,2
"Cecile",1,12.50,3,2
"Sunsail 41/3/2",1,12.19,3,2
"ath4506",1,13.72,4,2
"Diana",1,11.40,3,1
"Enigma",1,11.99,3,1
"Kazhdy",1,13.52,4,2
"Altair",1,11.40,3,1
"Agamemnon",1,15.40,5,3
"Spicy",1,11.97,3,1
"Pippi",1,10.28,2,1
"Angedras",1,12.90,3,2
"Sunsail 404 - Prem Plus",2,12.19,4,2
"Shiraz",1,11.72,3,1
"Bejby",1,9.66,2,1
"CENDRILLON",1,13.50,4,2
"Sunsail 41/3/2",1,12.19,3,2
"Andy",1,14.15,4,2
"Fiona",1,15.62,4,4
"EMINA",1,13.17,3,2
"BANJO",2,12.20,4,4
"Barnie",1,15.62,4,4
"BORA BORA I",2,14.30,4,4
"Sixth",1,10.34,3,1
"Alexia",2,12.61,4,4
"Sampei",1,11.82,3,2
"Arianna II",2,12.00,4,4
"ESPERANZA",1,13.34,3,2
"AEGEAN SPIRIT",1,12.90,3,2
"BATHILINE",2,11.55,4,2
"Anemos",1,11.35,3,1
"KERYLOS III",1,11.97,3,2
"Bavaria 43",1,13.10,3,2
"CESARICA",1,14.40,4,2
"Allegro",1,11.90,3,2
"Blu Sky",4,26.80,4,4
"Flora",1,12.85,3,2
"Kety - BT",1,14.90,4,2
"ARIANA",1,11.10,3,1
"Viki",1,13.65,4,2
"Bavaria 38",1,12.13,3,1
"Libertas",1,16.75,4,4
"ALLEGRO",2,11.90,4,2
"Moja 3",4,13.50,2,2
"KIAORA II",2,12.61,4,4
"Zlahtina",1,14.40,4,2
"Kioni",1,11.25,3,1
"Lady Aubrey",1,15.40,4,4
"Bavaria 47",1,14.30,4,2
"Bellezza",2,11.55,6,2
"Ariel",1,11.40,3,1
"B41-2",1,12.35,3,2
"Klementa",1,13.05,4,2
"BAROS",2,13.96,6,4
"Agata",1,15.50,4,3
"Lady F",1,13.00,4,2
"Vendy",1,9.99,3,1
"Celine",1,12.86,3,2
"Alion",2,14.30,4,4
"Angela",4,10.40,2,1
"Chagall Cruising",1,12.35,3,2
"PROMISE",1,15.38,5,3
"Cinzia",1,11.47,3,1
"DISCOVERY",2,13.96,4,4
"DISCOVERY",2,11.74,3,3
"SANJA 2",1,15.40,3,3
"ath43907",1,13.34,3,2
"Atos",1,12.35,3,2
"Alpha Kiss",1,10.34,3,1
"CEZANNE",1,13.75,3,2
"Sunsail 41/3/2",1,12.19,3,2
"Chardonnay",2,13.61,5,4
"Nika",1,12.35,3,2
"Quince Amor",2,14.98,5,5
"ANGEL O",1,9.99,2,1
"Kithira",1,11.50,3,1
"SADKO",1,13.50,4,2
"Ala Bianca",1,9.67,2,1
"Aristoteles",1,11.99,3,1
"BREEZE",2,12.80,4,4
"680 VD - BLUE",4,8.70,1,1
"Serenity",1,13.68,3,2
"Blondie II",2,12.00,4,4
"CHABLIS",2,12.58,4,2
"Samba",1,13.90,4,2
"Sayes",1,14.48,2,2
"Shenzhen",1,11.20,3,1
"Moorings 4800 - Crewed",2,14.63,4,4
"Raggio di Sole",1,12.15,2,1
"Carignan",1,16.75,5,4
"CHAPPE",2,15.70,4,4
"Disiati",1,13.52,4,2
"Aro",1,13.70,4,2
"ath42i07",1,12.85,3,2
"NEW",1,11.08,3,1
"Sicc",1,12.76,3,2
"Konstantinos",1,13.65,4,2
"Antiopa",1,16.78,4,4
"Diva",1,12.15,3,2
"Sunsail 41/3/2",1,12.19,3,2
"ANTONIO",1,14.00,4,2
"One",1,25.30,3,4
"Znat",1,13.52,4,2
"Anuschka",1,11.99,3,2
"ath38901",1,11.75,3,1
"Blue",1,14.95,3,3
"Quarto di Luna",1,12.35,3,2
"Moorings 4800 - Excl Plus",2,14.63,4,4
"Ragazza",2,15.30,3,3
"ath4904",1,14.98,4,4
"Elan1 384",1,11.95,1,1
"Après-ski",2,12.60,4,4
"Arwen",1,15.40,3,3
"KOS 40.7",2,11.93,4,4
"Moorings 4800 - Crewed",2,14.63,4,4
"Perle",1,13.10,4,2
"Sono",2,11.00,3,1
"AERINI ATH",1,15.65,4,3
"Blue Dreams",1,10.34,3,1
"Dodo",1,15.38,4,2
"Živa",1,12.35,3,2
"Expensive toy",1,9.67,2,1
"Aspasia",1,14.51,3,2
"AQUARIUS",1,16.08,3,3
"Chicote",2,13.61,4,4
"Moorings 45.4 - Excl Plus",1,13.72,4,2
"Lag44003",2,13.61,4,5
"Sankt Anna",1,13.34,4,2
"STAVROS",1,13.75,4,2
"Zippy",1,9.72,2,1
"Blue Horizon",1,10.75,3,1
"Fata Frettolosa",1,17.15,5,5
"Alize",1,10.00,2,1
"Iris",1,10.45,3,2
"Moorings 4600 - Club",2,14.02,4,5
"ath40305",1,12.00,3,2
"Sunsail 404 - Prem Plus",2,12.19,4,2
"BONDONE",1,13.75,3,2
"Sunsail 41/3/2",1,12.19,3,2
"Zoweh",1,11.48,3,1
"CHIOS",2,11.98,4,4
"Aisha",2,11.50,4,2
"Altius",1,11.48,3,1
"Red Alpha One",1,16.75,4,3
"Cilia",2,11.93,6,4
"Comet",1,12.15,3,2
"Cica",1,10.34,2,1
"MYTHODEA",1,14.39,4,2
"Sunsail 41/3/2",1,12.19,3,2
"RAVA",4,8.00,2,1
"Chinook",1,12.99,3,2
"Real Escape",1,13.76,3,2
"Leonidas",1,15.40,3,3
"Almina",1,12.35,3,1
"Artemida",1,17.38,3,3
"FLEUR DE LIS",1,11.47,3,1
"*New",1,14.40,4,3
"ath4303",1,13.21,3,2
"Sunsail 41/3/2 Premier",1,12.32,3,2
"CHOPIN",1,11.67,3,1
"ILIOS",,7.20,0,1
"NEW",1,12.35,3,2
"RAVEL",1,13.75,3,2
"Poseidon",1,15.40,5,3
"ARTINA",1,15.40,4,3
"CHRISTOPHINE",2,14.98,6,6
"Sunsail 41/3/2",1,12.19,3,2
"Levantes",1,12.35,3,2
"Rava",1,11.40,3,1
"NEW",1,15.20,4,4
"Painkiller NEW 2017 - BT",1,14.85,6,3
"Parana II",2,15.54,5,5
"Allegra",1,15.43,5,3
"Trocabely",2,11.74,4,4
"Sinbad San",1,22.00,4,4
"CHOICE LIBERTY",2,15.24,5,5
"Double Bubble",2,11.55,4,2
"Zombie 25",1,12.35,3,2
"SUS2",1,11.48,3,1
"Odysseas",1,11.20,3,1
"Peer Gynt",1,14.19,2,2
"Santa Maria",1,14.27,4,3
"HERMITAGE",1,11.48,2,1
"Altair",1,11.40,3,1
"PARIJA II",1,13.65,4,2
"CHUCK",1,14.15,4,4
"DEEP BLUE",1,13.45,3,2
"EK SODOS",1,9.66,2,1
"Benny & Joe",2,13.61,4,4
"Kind of Magic",1,15.20,4,4
"Moorings 4600 - Club",2,14.02,4,5
"Atalanta",2,13.47,4,4
"CHINON",1,14.05,4,4
"ath43903",1,13.34,3,2
"COLORADO",2,15.70,4,4
"CHIROUBLES",2,12.61,4,5
"TATATOA",1,11.47,3,1
"Ciao Italia",2,13.61,4,4
"Thales of Miletus",1,16.75,5,4
"Dragut",1,19.05,2,3
"ath44905",1,13.76,3,2
"Aries",1,12.35,3,2
"DELACROIX",1,17.15,4,3
"ResoLuta II",1,15.75,4,3
"Sjarm",1,12.35,3,1
"Aiolos",1,15.40,3,3
"COOLTOUR",1,10.66,2,1
"CINTO 2-10",1,9.80,2,1
"Chimera",1,12.15,3,2
"Relax",4,19.10,4,3
"BLUE HORIZON",1,10.35,3,1
"Argo Navis",1,13.45,3,2
"Cinderella",1,12.35,3,2
"Tango",1,11.20,3,1
"Toshiuga 1",2,12.61,5,5
"Aline",1,11.99,3,2
"Blue II",2,14.30,4,4
"Boss",2,12.61,4,4
"AEROPI",2,13.96,4,4
"Ricarda",1,12.17,3,2
"Reposado",2,13.72,3,3
"Bright Star",2,13.96,4,4
"ath46901",1,14.05,4,4
"ath50902",1,15.38,4,3
"Blue Sea",1,14.27,4,3
"Lag400s201",2,11.98,4,4
"Clizia",1,15.62,4,4
"AU MONDE",2,13.10,4,4
"RHIN",2,15.70,4,4
"ZOOM",2,10.05,2,1
"Ariel",2,11.97,4,4
"Sunsail 41/3/2 Prem Plus",1,12.19,3,2
"SANTIAGO",2,13.96,4,4
"Cobra Murra",1,16.20,5,5
"BIG BLUE HORIZON",1,11.20,3,1
"Code",1,13.34,3,2
"Ariel",2,12.00,4,4
"Dream",4,10.80,2,1
"ARISTOTE",1,14.39,4,2
"SANTORINI",1,14.60,4,3
"BIOFARM",4,13.36,3,2
"Cap Camarat 6.5 WA S2",4,6.50,1,1
"Cohiba",2,14.00,4,4
"LA DIVA",1,13.26,3,2
"COROT",2,13.10,4,4
"Biska",1,13.52,4,2
"Blue Sky",1,11.10,3,1
"MISS SAIGON",4,10.85,1,1
"SUN ODYSSEY 42DS",1,12.85,3,2
"Butterfly",1,11.47,3,1
"Sunsail 41/3/2 Prem Plus",1,12.19,3,2
"Arta",1,14.15,4,4
"Aurora",4,9.99,2,1
"Dreamseeker",2,11.95,4,2
"Comodo FB",1,13.25,4,2
"La MER-KAT",2,11.74,4,2
"LANOCA",4,15.95,3,2
"ELIOS",1,15.62,5,3
"Stramala",1,9.96,2,1
"DAIDALOS",1,12.01,3,2
"1056 VD",4,10.20,2,1
"Asteria",1,12.15,3,2
"Aurora",1,15.40,5,3
"CORI",1,11.99,3,1
"STAR KLEO",1,12.35,3,2
"Dynamene",1,10.34,3,1
"Bollie",1,13.34,3,2
"LAGOON 380 LEF",2,11.55,4,2
"Ifestos",1,17.38,4,4
"ath41904",1,12.76,3,2
"LB 6",1,19.20,4,4
"LE TITIEN",1,17.15,4,3
"Rebekka",1,10.75,3,1
"Elvira",4,12.50,3,2
"Bonita",1,17.38,4,3
"Ribelle",1,13.34,4,2
"Sunsail 41/3/2 Prem Plus",1,12.32,3,2
"Easy Going",1,13.25,4,2
"ath42i09",1,12.85,3,2
"Bonnie",1,15.38,4,4
"Elixir",1,12.90,3,2
"KAIYO MARU",2,12.80,4,4
"ath5302",1,16.06,4,3
"ath54ds03",1,16.75,4,5
"Prosecco",1,12.15,3,2
"Costarose",4,8.58,1,1
"Boomerang",1,16.75,5,4
"Hermes",4,11.31,2,1
"Auster",2,11.98,4,4
"Bossa Nova",2,15.54,4,5
"Jema",2,12.00,4,2
"2008 - Lagoon 500 + skipper",2,15.54,4,4
"Matarma",2,15.84,5,6
"de Moor Dauntless",2,15.24,4,5
"Avi",1,13.90,4,2
"Avi",1,10.67,3,1
"L AMIRAL",1,15.40,4,3
"SATISFACTION",2,13.61,4,4
"BOSTON",2,13.96,4,4
"Havglytt",1,12.71,2,2
"Sailitalia 39 - Excl Plus",,12.19,3,2
"Ratz Fatz",1,14.00,3,2
"1107 VD - TRIBUNJ",4,10.60,2,1
"Sunsail 41/3/2 Prem Plus",1,12.19,3,2
"ABALONE II",2,11.73,3,3
"AURORA",1,15.75,4,3
"BOTTICELLI",4,12.00,4,4
"DREAM EASY",2,13.96,4,4
"Bow Breaker",1,11.95,3,2
"Moorings 514PC-Crewed",2,15.24,4,5
"NN",1,17.20,5,3
"Sunsail 42i/3/2",1,12.85,3,2
"Skazka",1,15.07,4,4
"Blondi",1,9.99,3,1
"Cariddi",1,11.82,3,2
"CARINA",1,14.15,4,4
"Carla",1,12.20,3,2
"Sunsail 42i/3/2",1,12.80,3,2
"BOSCOLI",2,11.98,4,2
"Sun Odyssey 409",1,12.34,3,2
"Sunsail 42i/3/2",1,12.80,3,2
"Bowmore",1,13.34,4,2
"AZETA I",2,15.54,4,4
"BRAC",1,11.20,3,1
"L EQUILIBRI",1,12.10,3,2
"Sunsail 41.3 - Premier",,12.19,3,2
"Buga",1,12.35,3,2
"Sunsail 42i/3/2",1,12.85,3,2
"Sunsail 42i/3/2",1,12.80,3,2
"Sunsail 41.3 Premier Plus",,12.19,3,2
"Casino Royale",1,14.27,4,3
"No Name",2,13.96,6,4
"Oceanis 45 Plard",1,13.65,3,2
"Bravo",1,13.95,4,2
"1117 VD",4,13.13,2,1
"Sunsail 43/3/3",,13.72,3,3
"BRK",1,10.45,2,1
"ZENON",1,11.23,3,2
"Sunsail 444/4/4 Prem Plus",2,13.41,4,4
"Eddie",1,12.00,3,2
"Bruce IV",1,15.40,3,3
"Sunsail 444",2,13.41,4,4
"VIOLETTA",1,11.56,3,2
"Sunsail 444",2,13.41,4,4
"Sunsail 444",2,13.41,4,4
"AGIOS NIKOLAOS",1,13.40,4,2
"BLOODY MARY 49",1,13.99,4,2
"Sunsail 42i/3/2",1,12.80,3,2
"XENA",2,11.50,4,2
"Bruno",4,7.54,1,1
"Sunsail 444",2,13.41,4,4
"Butterfly",2,13.96,6,4
"ORANGE EMMI",1,9.99,2,1
"Anastasia",1,11.99,3,2
"Emma",4,6.11,1,1
"AZZURO II-10",1,13.76,4,2
"BALEARES",1,15.88,3,3
"Nireus",1,12.35,3,2
"Sunsail 42i/3/2",1,12.80,3,2
"Sunsail 42i/3/2",1,12.80,3,2
"Cabiria",1,12.00,3,1
"Cala Sisine",1,13.10,3,2
"Kia Ora II",2,11.95,4,2
"Sunsail 444",2,13.41,4,4
"Sunsail 444",2,13.41,4,4
"CATJAK",2,12.61,4,4
"Sunsail 444",2,13.41,4,4
"Sunsail 444",2,13.41,4,4
"Sunsail 444/4/4 Prem Plus",2,13.41,4,4
"Sunsail 444/4/4 Prem Plus",2,13.41,4,4
"BEYOND THE BLUE II",1,11.99,3,2
"1017 VD",4,7.90,1,0
"Matilda",2,11.55,4,2
"Amazone",1,10.30,3,1
"STAR SISSI",1,12.35,3,2
"-Calipso",1,12.35,3,2
"BANDOL",1,14.60,4,3
"Sunsail 42i/3/2",1,12.85,3,2
"Moorings 45.4 - Club",1,13.84,4,2
"Argonautis",1,14.20,4,2
"PROFILO 2.0",1,13.99,3,2
"HERE and NOW",2,12.50,4,4
"TEFNUT",1,17.15,5,4
"Anonymous",1,11.40,3,1
"Bardolino",1,14.40,4,3
"VOLTAIRE",2,13.10,4,4
"1065 VD",4,10.16,2,1
"Maia",1,13.90,4,2
"Blue Bear",1,14.00,4,3
"Sunsail 42i/3/2",1,12.80,3,2
"Blue Chip",1,11.30,3,1
"Chloe",1,14.40,4,2
"NOSTROMO",1,14.15,4,4
"Sunsail 43/3/3",,13.26,3,3
"1131 VD",4,9.28,2,1
"CATVENTS",1,12.00,3,2
"Sunsail 443 - Premier",2,13.41,3,3
"Achilles",1,15.38,5,3
"Sunsail 444",2,12.98,4,4
"Alize",1,11.97,3,2
"Peachick",1,9.96,2,1
"Cygnus",1,14.15,4,4
"SAO JORGE",1,15.88,3,3
"Bavaria 40 Cruiser",1,12.48,3,2
"AGRAM",1,10.70,3,1
"BAVARIA 45 CRUISER ATH",1,14.27,4,3
"Blue Island",2,11.60,4,2
"Sara of Sweden",1,14.05,4,4
"7 - MARLISA",1,14.40,3,2
"Abaca",2,13.30,3,3
"Angora",1,13.21,4,2
"Roxanna",1,14.60,4,2
"Tina",1,14.98,3,3
"2 - DREAM CATCHER",2,13.96,4,4
"Blue Pearl II",3,29.00,7,7
"Blue Point",2,11.00,4,2
"Sunsail 444",2,13.41,4,4
"Orchidea",1,14.60,4,3
"Scalea",1,13.76,3,2
"ADELINE",2,13.96,3,3
"Bluesail",1,12.35,3,2
"Sunsail 444",2,13.41,4,4
"2010",1,14.27,4,3
"""Enjala""",2,13.61,4,5
"Sunsail 444 - Premier",2,13.41,4,4
"ABAQUS",4,11.80,2,1
"Agios Georgios",1,11.75,3,1
"Sunsail 444 - Premier",2,13.41,4,4
"Angora",1,13.21,4,2
"Sunsail 444 - Premier",2,13.41,4,4
"SCHUMANN",1,13.65,4,2
"Sunsail 444",2,13.41,4,4
"Amara",1,12.35,3,2
"Scarlett*Crewed",2,15.84,5,5
"SIFNOS 46.2",1,14.51,3,2
"Sunsail 444",2,12.98,4,4
"Alma Libre",1,12.35,3,2
"PROMISE",1,15.38,5,3
"Estrella V",2,11.95,4,2
"Scents of Paradise-with skipper",1,16.20,3,4
"Screwdriver 29",1,12.35,3,2
"Sunsail 444",2,13.41,4,4
"Dušica",1,11.32,3,1
"Scooby-Doo",1,11.10,3,1
"BELLEVUE",2,11.55,4,2
"Boa-Vida",2,11.97,4,4
"Dragonfly",1,13.34,3,2
"Bogey 1",1,18.95,4,4
"Boheme",1,11.47,2,2
"Sea Lion",1,11.99,2,1
"Alpha I",1,10.75,3,1
"SEA PERK",1,14.40,3,2
"Sunsail 444",2,13.41,4,4
"Sunsail 444",2,13.41,4,4
"Axion",1,12.35,3,2
"Bohemia ii",1,13.10,3,2
"Sunsail 444",2,13.41,4,4
"Sunsail 444/4/4 Prem Plus",2,13.41,4,4
"Bohemia II",1,13.10,3,2
"Sunsail 444 - Premier",2,13.41,4,4
"Evita I",1,15.42,4,3
"Sealma",2,14.50,4,5
"Sunsail 444",2,13.41,4,4
"Sweet Chill",2,13.61,3,3
"Almost Free",1,13.34,4,2
"ELI",1,11.23,3,2
"Ponente",1,13.65,4,2
"Sunsail 444",2,13.41,4,4
"Zebra",1,14.40,3,2
"Bessie",1,12.35,3,2
"Amarone",1,14.85,4,3
"Sunsail 444",2,13.41,4,4
"Sunsail 444",2,13.41,4,4
"Fair Wind",1,14.27,4,3
"Juliette",1,14.51,3,2
"SEA STAR II",1,17.37,4,5
"Sunsail 444",2,13.41,4,4
"Anemoessa",1,12.35,3,2
"Adel",2,11.98,4,4
"Second Wind",1,12.15,3,2
"Sunsail 444",2,12.98,4,4
"ANDROMACHI",1,13.10,4,2
"Selenia",1,14.98,4,4
"Sunsail 444/4/4 Prem Plus",2,13.41,4,4
"Sunsail 444/4/4 Prem Plus",2,13.41,4,4
"Fabiano",2,11.55,4,2
"ANDROMACHI",1,13.10,3,2
"Antares",1,12.35,3,2
"Aegeas",1,14.51,3,2
"Sunsail 454/4/4 Prem Plus",,13.41,4,4
"Sunsail 51/4/4 Prem Plus",1,15.37,4,4
"Sunsail 444 - Premier",2,13.41,4,4
"Sunsail 444 - Premier",2,13.41,4,4
"Sennur",1,15.27,3,2
"FADO",1,11.29,3,1
"LB 3",1,14.15,3,2
"Sunsail 444 - Premier",2,13.41,4,4
"Sunsail 44i/3/3",1,13.41,3,3
"Sunsail 44i/3/3",1,13.41,3,3
"Sunsail 44i/3/3",1,13.41,3,3
"Fata Frettolosa",1,17.15,5,5
"AFRODITA",1,33.70,18,18
"Sunsail 444 - Premier",2,13.41,4,4
"Senza parole II",1,12.15,3,2
"E' magica",1,15.40,5,3
"Lagoon 380",2,11.55,4,2
"Lana",1,13.85,3,2
"Senso",1,11.10,3,1
"AGRASOT",1,14.15,4,4
"Sunsail 444 - Premier",2,13.41,4,4
"Milana",2,13.96,4,4
"Sunsail 44i/3/3",1,13.41,3,3
"Sunsail 44i/3/3",1,13.41,3,3
"Sunsail 44i/4/2",1,13.41,4,2
"Sunsail 444 - Premier",2,13.41,4,4
"Alsedo",1,11.99,3,2
"Sunsail 44i/3/3",1,13.41,3,3
"Sunsail 44i/3/3",1,13.41,3,3
"Sunsail 51/4/4 Prem Plus",1,15.24,4,4
"Sunsail 51/4/4 Prem Plus",1,15.37,4,4
"Fare Niente",1,15.38,3,3
"Sunsail 44i/3/3",1,13.74,3,3
"Sunsail 454/4/4 Prem Plus",,13.41,4,4
"Bardolino",1,14.40,4,3
"Sunsail 47/4/4 Prem Plus",1,14.33,4,4
"Sunsail 51/4/4 Prem",1,15.24,4,4
"(1393 BG)",1,11.40,3,1
"Sunsail 44i/4/2",1,13.41,4,2
"Alsterperle",1,12.85,3,2
"Sunsail 454/4/4 Prem Plus",,13.41,4,4
"Sunsail 454/4/4 Prem Plus",,13.41,4,4
"AKREM",1,11.97,3,1
"Sunsail 454/4/4 Prem Plus",,13.41,4,4
"Sunsail 51/4/4 Prem Plus",1,15.37,4,4
"Sunsail 44i/4/2",1,13.41,4,2
"Sunsail 44i/4/2",1,13.74,4,2
"Sunsail 47/3/3 Prem",1,14.07,3,3
"Sunsail 47/3/3 Prem",1,14.02,3,3
"Sunsail 47/3/3 Prem Plus",1,14.02,3,3
"Sunsail 47/4/4",1,14.33,4,4
"Sunsail 47/4/4 Prem",1,14.33,4,4
"Sunsail 51/4/4 Prem",1,15.24,4,4
"Sunsail 464/4/4",2,14.02,4,4
"1000 VD",4,9.40,1,1
"Asia",1,14.15,4,4
"Fata Frettolosa",1,17.15,5,5
"2008",1,16.19,4,4
"Sunsail 47/3/3 Prem",1,14.02,3,3
"Shana",2,13.96,4,4
"Fei Jian",1,9.99,2,1
"Sunsail 47/3/3",1,14.02,3,3
"Sunsail 47/3/3 Prem Plus",1,14.02,3,3
"Sunsail 51/4/4 Prem",1,15.24,4,4
"Sunsail 51/4/4 Prem",1,15.24,4,4
"Sunsail 51/4/4 Prem",1,15.24,4,4
"A",1,10.71,2,1
"Sunsail 47/4/4 Prem Plus",1,14.33,4,4
"Sunsail 51/4/4 Prem",1,15.24,4,4
"Sunsail 51/4/4 Prem",1,15.24,4,4
"Fei Mao",1,10.60,2,1
"Felina",1,11.25,3,1
"Sunsail 47/3/3",1,14.02,3,3
"KYTHNOS",1,12.38,3,2
"LADY SUZANA",2,12.61,4,4
"Sunsail 47/4/4",1,14.05,4,4
"Sunsail 47/4/4 Prem",1,14.33,4,4
"Sunsail 51/4/4 Prem Plus",1,15.24,4,4
"Sunsail 47/3/3 Prem",1,14.02,3,3
"Sunsail 47/4/4 Prem Plus",1,14.33,4,4
"Sveti Mihovil - BT",1,14.15,4,4
"Sweet Lady",1,12.20,3,2
"Anya",1,7.90,1,1
"Tesoro",1,12.35,3,2
"Sunsail 51/4/4",1,15.24,4,4
"WIKI WIKI",1,11.34,3,1
"Sunsail 51/4/4 Prem",1,15.24,4,4
"Sunsail 51/4/4 Prem",1,15.24,4,4
"Sunsail 51/4/4 Prem",1,15.24,4,4
"Sunsail 51/4/4 Prem",1,15.24,4,4
"Bordeaux",1,14.60,5,3
"Lasta",1,13.85,4,2
"Amanei",2,12.57,3,2
"Dream Chaser",1,13.65,3,2
"ANNA III",1,12.35,3,2
"SEVEN WINDS",2,13.96,4,4
"Siddhartha",2,13.96,4,4
"Sunsail 51/4/4 Prem",1,15.24,4,4
"Sunsail 51/4/4 Prem Plus",1,15.37,4,4
"Sunsail 53",1,16.15,5,4
"SIFNOS 40.2",1,12.15,3,1
"Sunsail 51/4/4 Prem Plus",1,15.37,4,4
"Fjaka",4,10.00,3,2
"Sharlotta",2,11.98,4,4
"Sunsail 53",1,16.15,5,4
"Sveti Vlaho",2,11.98,6,4
"Adio Pameti",1,13.60,3,2
"Sunsail 51/4/4 Prem Plus",1,15.37,4,4
"CAYOLA",2,11.98,4,4
"SHANNON",2,13.96,3,3
"Sunsail 53",1,16.15,5,4
"Azure",1,13.95,4,2
"SIX BAG",1,14.27,4,3
"Sunsail 51/4/4 Prem Plus",1,15.24,4,4
"Swallow",1,12.35,3,2
"First 47.7",1,14.80,4,2
"Tiho",4,11.00,2,1
"Baina d'Aesta",2,11.89,4,2
"Sunsail 51/4/4 Prem Plus",1,15.24,4,4
"Alba",1,15.00,3,2
"Brava",1,13.09,3,3
"Baguette",1,13.50,4,3
"Sunsail 53",1,16.15,5,4
"Alba Mouse",2,13.96,4,5
"Bavaria 46 number 2",1,14.50,3,2
"TIGER PAUSE",1,18.00,4,4
"Titan",1,14.40,4,3
"Sunsail 53",1,16.15,5,4
"Timaria",1,13.34,4,2
"Fishbed",1,11.95,4,2
"Fjaka",1,11.25,3,1
"Simona",2,11.98,4,4
"AKROTERA",1,13.25,4,2
"Sunsail 53",1,16.15,5,4
"Alboran Gin Fizz",1,13.86,4,2
